location,Peñamiller,Peñamiller
lat,21.01065,21.01065
lon,-99.76167,-99.76167
asl,1503.008,1503.008
variable,Wind Speed,Wind Direction
unit,km/h,°
level,80 m,80 m
resolution,hourly,hourly
aggregation,None,None
timestamp,Peñamiller Wind Speed [80 m],Peñamiller Wind Direction [80 m]
20200426T0000,25.199999,89.99999
20200426T0100,15.4800005,89.99999
20200426T0200,12.413477,60.46122
20200426T0300,8.714677,51.70984
20200426T0400,5.937272,75.96376
20200426T0500,6.4799995,89.99999
20200426T0600,9.0,89.99999
20200426T0700,16.199999,89.99999
20200426T0800,13.708391,76.32868
20200426T0900,12.964998,91.59113
20200426T1000,19.164719,95.389305
20200426T1100,23.893261,83.94581
20200426T1200,24.798225,80.811165
20200426T1300,25.764534,74.60444
20200426T1400,25.40743,69.253914
20200426T1500,24.288662,78.023865
20200426T1600,25.40743,82.67359
20200426T1700,26.042212,84.44703
20200426T1800,26.758923,84.59621
20200426T1900,26.693459,79.9025
20200426T2000,19.13426,78.055824
20200426T2100,18.692286,74.35776
20200426T2200,17.654686,73.41266
20200426T2300,15.937878,71.56504
20200427T0000,14.205182,81.25384
20200427T0100,12.959999,89.99999
20200427T0200,12.261158,93.366455
20200427T0300,10.464798,86.05482
20200427T0400,8.049845,79.695145
20200427T0500,6.0347,72.64597
20200427T0600,3.671294,78.69006
20200427T0700,2.9024127,97.125015
20200427T0800,1.9386592,338.1986
20200427T0900,1.08,180.0
20200427T1000,3.396233,147.99461
20200427T1100,6.439876,116.56505
20200427T1200,13.202726,101.00354
20200427T1300,19.245697,97.52381
20200427T1400,20.907913,92.96093
20200427T1500,24.923338,79.17698
20200427T1600,29.257614,71.3421
20200427T1700,28.639803,75.43973
20200427T1800,23.377836,80.247574
20200427T1900,21.67487,85.23635
20200427T2000,17.31746,69.30454
20200427T2100,14.587776,74.24882
20200427T2200,16.62249,72.34988
20200427T2300,12.904882,59.858604
20200428T0000,4.829907,26.565033
20200428T0100,5.4477882,277.59464
20200428T0200,6.6185193,247.61987
20200428T0300,3.96,180.0
20200428T0400,7.42159,345.96375
20200428T0500,2.16,360.0
20200428T0600,0.71999997,180.0
20200428T0700,0.71999997,360.0
20200428T0800,1.2979984,303.69006
20200428T0900,1.08,360.0
20200428T1000,0.5091169,225.0
20200428T1100,2.8799999,270.0
20200428T1200,7.289444,290.22485
20200428T1300,10.948973,297.40756
20200428T1400,12.181624,304.1597
20200428T1500,8.287822,304.38034
20200428T1600,1.0182338,315.0
20200428T1700,10.739833,103.570435
20200428T1800,18.0,106.2602
20200428T1900,19.08,89.99999
20200428T2000,19.469975,70.55996
20200428T2100,24.36591,77.19573
20200428T2200,19.839235,78.48617
20200428T2300,20.12461,79.695145
20200429T0000,22.45315,77.9694
20200429T0100,23.863409,78.69006
20200429T0200,19.652176,81.57303
20200429T0300,5.00128,59.74356
20200429T0400,18.899143,319.63547
20200429T0500,8.766573,70.820984
20200429T0600,8.654986,163.07248
20200429T0700,7.5685663,244.65384
20200429T0800,2.1897945,99.46232
20200429T0900,4.198285,239.03624
20200429T1000,7.289444,249.77515
20200429T1100,9.227524,249.44395
20200429T1200,8.473393,257.73523
20200429T1300,5.4833565,293.1986
20200429T1400,6.0347,342.646
20200429T1500,8.4963045,36.38434
20200429T1600,10.587918,54.68878
20200429T1700,15.021105,45.97101
20200429T1800,18.837322,63.924644
20200429T1900,33.326748,100.581635
20200429T2000,8.766573,70.820984
20200429T2100,2.7416782,66.8014
20200429T2200,6.193674,54.46232
20200429T2300,23.675303,81.25384
20200430T0000,25.282152,70.016884
20200430T0100,17.917007,67.55725
20200430T0200,15.509274,68.19859
20200430T0300,12.144331,78.023865
20200430T0400,10.446206,91.97493
20200430T0500,10.440001,89.99999
20200430T0600,13.661038,71.56504
20200430T0700,16.766108,75.06858
20200430T0800,8.473393,77.73522
20200430T0900,11.5199995,89.99999
20200430T1000,16.215992,92.5448
20200430T1100,24.119999,89.99999
20200430T1200,28.71437,82.073074
20200430T1300,31.550869,73.425995
20200430T1400,29.62518,64.05769
20200430T1500,29.317352,65.323135
20200430T1600,27.553526,72.51201
20200430T1700,28.82249,80.65532
20200430T1800,24.923338,79.17698
20200430T1900,25.671307,75.37913
20200430T2000,22.314192,79.77783
20200430T2100,23.319553,81.11935
20200430T2200,21.313093,74.32047
20200430T2300,18.532133,65.92449
20200501T0000,14.689588,53.97262
20200501T0100,10.514218,51.95294
20200501T0200,3.8773184,68.19859
20200501T0300,0.0,180.0
20200501T0400,1.1384199,341.56506
20200501T0500,2.0364676,315.0
20200501T0600,2.5455842,315.0
20200501T0700,2.7416782,293.1986
20200501T0800,0.35999998,360.0
20200501T0900,2.4149535,333.43497
20200501T1000,0.5091169,315.0
20200501T1100,0.5091169,135.0
20200501T1200,2.5959969,123.69006
20200501T1300,4.198285,120.96376
20200501T1400,8.557102,112.249016
20200501T1500,13.661038,108.434944
20200501T1600,15.273505,98.1301
20200501T1700,17.64,89.99999
20200501T1800,26.795223,83.82981
20200501T1900,28.036118,77.391396
20200501T2000,24.884306,75.76272
20200501T2100,25.323128,75.17352
20200501T2200,17.414476,82.874985
20200501T2300,12.144331,78.023865
20200502T0000,9.19939,59.42076
20200502T0100,5.6002855,44.999985
20200502T0200,2.5959969,33.690063
20200502T0300,2.8799999,360.0
20200502T0400,4.1046314,322.12503
20200502T0500,5.3517847,312.27368
20200502T0600,3.8939953,326.30994
20200502T0700,2.2768397,341.56506
20200502T0800,2.16,360.0
20200502T0900,0.35999998,360.0
20200502T1000,1.08,270.0
20200502T1100,2.0991426,300.96378
20200502T1200,3.396233,302.00537
20200502T1300,2.8116899,309.80557
20200502T1400,1.08,89.99999
20200502T1500,8.699793,114.44395
20200502T1600,13.661038,108.434944
20200502T1700,16.56,89.99999
20200502T1800,23.688984,73.217354
20200502T1900,24.94413,69.73431
20200502T2000,25.96496,73.07248
20200502T2100,23.510508,78.518005
20200502T2200,19.829433,86.87787
20200502T2300,15.137133,87.27369
20200503T0000,11.720751,79.38034
20200503T0100,9.0,73.73979
20200503T0200,6.151683,69.443954
20200503T0300,2.9024127,97.125015
20200503T0400,4.3498964,204.44395
20200503T0500,5.95906,244.98311
20200503T0600,6.130579,266.63354
20200503T0700,3.6179552,264.28943
20200503T0800,0.8049845,296.56506
20200503T0900,1.835647,258.69006
20200503T1000,3.0758414,249.44395
20200503T1100,1.9386592,248.1986
20200503T1200,1.1384199,161.56505
20200503T1300,1.9386592,111.80141
20200503T1400,5.95906,115.01689
20200503T1500,16.394829,109.230675
20200503T1600,18.775301,94.398705
20200503T1700,23.157824,78.3407
20200503T1800,28.829233,74.054596
20200503T1900,31.006012,74.51149
20200503T2000,26.121714,82.874985
20200503T2100,25.241108,86.72951
20200503T2200,23.499481,84.7261
20200503T2300,17.462784,81.70284